File Number,Loan Account Number,Sub LAN,Case Filing Date,Forum (court),Case type,Case Number,Case Year,Petitioner,Respondent,CNR (district courts),Lawyer,Next Hearing Date,TransactionId,Status,Remarks
"=""FN62734996""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1102""","=""2024""","=""Hugh Wunsch""","=""Mrs. Michele Funk""","=""CNR738862348832""","=""Tamara Kunde-Koepp DDS""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN56575582""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1103""","=""2024""","=""Vicki McLaughlin""","=""Joey Nolan""","=""CNR300343605716""","=""Lucy Hodkiewicz""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN21335678""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1104""","=""2024""","=""Terrance Walker-Quigley""","=""Traci Nienow""","=""CNR439648325108""","=""Charlene Torphy""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN22465391""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1105""","=""2024""","=""Terrance Orn""","=""Lucia Smitham-Hand PhD""","=""CNR520115871558""","=""Santos Bailey""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN37400704""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1106""","=""2024""","=""Jean Medhurst MD""","=""Janie Ledner""","=""CNR189433698006""","=""Rhonda Mraz""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN68663066""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1107""","=""2024""","=""Kurt Hirthe""","=""Joan Wolff""","=""CNR535189993852""","=""Laverne Swift""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN76351886""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1108""","=""2024""","=""Al Casper DVM""","=""Kerry Kunde""","=""CNR654945342747""","=""Lorene Schaden IV""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN58933113""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1109""","=""2024""","=""Delores Labadie""","=""Jean Hickle""","=""CNR160538765178""","=""Duane Powlowski IV""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN06053559""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1110""","=""2024""","=""Walter Daniel""","=""Curtis Gleichner""","=""CNR973433372248""","=""Carmen McClure""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN22052556""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1111""","=""2024""","=""Colin Harvey""","=""Mr. Justin Parisian-Upton""","=""CNR573732581068""","=""Dr. Bryan Boyle""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN36220819""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1112""","=""2024""","=""Mr. Tomas Cormier MD""","=""Blanca Hartmann-Koch""","=""CNR649333612687""","=""Horace Anderson""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN23053768""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1113""","=""2024""","=""Emily Sipes""","=""Marguerite Marks""","=""CNR420144888855""","=""Julius Stark""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN26687712""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1114""","=""2024""","=""Al Wolf""","=""Julia Bogan Sr.""","=""CNR823156259309""","=""Dallas Schamberger""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN52242511""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1115""","=""2024""","=""Annie Beier""","=""Mr. Sean Adams""","=""CNR843870423750""","=""Karl Kemmer""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN27731140""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1116""","=""2024""","=""Troy Wunsch""","=""Sara Ryan""","=""CNR970406905612""","=""Carmen Shanahan""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN61988044""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1117""","=""2024""","=""Ms. Rosemarie Rippin""","=""Lamar Orn""","=""CNR045266616939""","=""Mrs. Leigh Swaniawski""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN30832986""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1118""","=""2024""","=""Pat Gleichner""","=""Yolanda Berge""","=""CNR539479196963""","=""Hubert Bartell""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN12474856""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1119""","=""2024""","=""Rick O'Reilly""","=""Dr. Isaac Grimes""","=""CNR410926201451""","=""Jose Quigley""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN35476930""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1120""","=""2024""","=""Sally Erdman V""","=""Terry Lockman""","=""CNR252719544965""","=""Marianne Osinski""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN38725373""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1121""","=""2024""","=""Fred Huels""","=""Olivia Jast III""","=""CNR934577483229""","=""Mr. Ricardo Herman""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN40140528""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1122""","=""2024""","=""Gloria Schneider""","=""Barbara Feest""","=""CNR674246963279""","=""Sammy Nikolaus""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN24942854""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1123""","=""2024""","=""Sue Schaden""","=""Wesley Fay""","=""CNR548051141518""","=""Kirk Pouros""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN07750591""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1124""","=""2024""","=""Kelvin Mann-Franey""","=""Nelson Wiza""","=""CNR671069967097""","=""Benjamin Torp""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN52235285""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1125""","=""2024""","=""Alfred Bartoletti""","=""Shane West""","=""CNR329967384430""","=""Geneva Schiller MD""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN55960231""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1126""","=""2024""","=""Marlene Schinner""","=""Miss Courtney Ziemann Sr.""","=""CNR627834023547""","=""Irving Cassin""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN90330053""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1127""","=""2024""","=""Florence Mayer-Bednar""","=""Carrie Cartwright""","=""CNR809880592323""","=""Armando McLaughlin""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN65388615""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1128""","=""2024""","=""Mrs. Crystal Swift""","=""Elena Sipes""","=""CNR597947442610""","=""Bobby Stokes""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN29517138""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1129""","=""2024""","=""Mary West""","=""Bennie Hahn""","=""CNR030355209551""","=""Ms. Blanche Marks""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN38302162""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1130""","=""2024""","=""Dwight Funk""","=""Antoinette Orn DDS""","=""CNR529265086133""","=""Charlie Gorczany III""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN38465287""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1131""","=""2024""","=""Stanley DuBuque""","=""Hugo Conroy I""","=""CNR178548376134""","=""Casey Von-Pfeffer""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN34692800""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1132""","=""2024""","=""Warren Hagenes""","=""Darren Kemmer""","=""CNR642352241073""","=""Natasha Reichel""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN98987275""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1133""","=""2024""","=""Lorena Langosh""","=""Pearl Ernser""","=""CNR431477456240""","=""Mrs. Guadalupe Macejkovic""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN03974615""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1134""","=""2024""","=""Patrick Erdman""","=""Shawna Rath""","=""CNR887256422543""","=""Ismael MacGyver""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN26759493""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1135""","=""2024""","=""Laurence Reichel MD""","=""Esther Green""","=""CNR625492053073""","=""Colin Volkman""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN12268378""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1136""","=""2024""","=""Miss Blanca Cremin""","=""Toni Hartmann""","=""CNR095560377730""","=""Emily Harvey""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN35302310""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1137""","=""2024""","=""Perry Collins""","=""Margarita Jones""","=""CNR683215567083""","=""Leticia Monahan""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN61033915""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1138""","=""2024""","=""Elvira Zieme""","=""Suzanne Bogisich""","=""CNR383471696470""","=""Doris Shields""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN75435048""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1139""","=""2024""","=""Lola Reichert""","=""Orville Reynolds""","=""CNR755172381624""","=""Herman Kling""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN72802900""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1140""","=""2024""","=""Alice Simonis""","=""Jeannie Kuhn""","=""CNR275796054605""","=""Priscilla Weissnat""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN46801041""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1141""","=""2024""","=""Cynthia Vandervort""","=""Zachary Toy PhD""","=""CNR301860884939""","=""Megan Schneider""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN37212806""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1142""","=""2024""","=""Traci Friesen""","=""David Morar""","=""CNR561306880399""","=""Deborah Abshire""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN87619250""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1143""","=""2024""","=""Lisa Wolff""","=""Lynda Ledner""","=""CNR721778050315""","=""Vanessa Johnson DVM""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN33484710""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1144""","=""2024""","=""Latoya Dickens""","=""Brandy Veum""","=""CNR268442026657""","=""Gerardo Marks I""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN06702523""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1145""","=""2024""","=""Brenda McClure""","=""Marguerite Romaguera""","=""CNR182972744630""","=""Clay Buckridge III""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN61230780""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1146""","=""2024""","=""Lynette Ritchie""","=""Alexandra Effertz""","=""CNR061824534657""","=""Ms. Dora Littel""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN08049962""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1147""","=""2024""","=""Barbara Kuphal""","=""Toni Ledner-Walker""","=""CNR791129684153""","=""Jana Keebler""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN57190179""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1148""","=""2024""","=""Ricardo Rempel""","=""Thelma Upton""","=""CNR811089725955""","=""Courtney Ryan""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN79379740""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1149""","=""2024""","=""Willard Cremin""","=""April Olson""","=""CNR781925346172""","=""Sidney Hammes""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN21480855""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1150""","=""2024""","=""Carla Reichel""","=""Jean Howell""","=""CNR335035458673""","=""Julio Herzog""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN97457573""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1151""","=""2024""","=""Ms. Eunice Jast DDS""","=""Max Howell""","=""CNR870108728707""","=""Miss Leticia Rath""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN67735323""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1152""","=""2024""","=""Blanche Heathcote""","=""Vanessa Quigley""","=""CNR429781414816""","=""Mattie Powlowski""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN28121094""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1153""","=""2024""","=""Dr. May Rohan-O'Reilly""","=""Margaret Runte""","=""CNR909054250403""","=""Emily Block II""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN19056550""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1154""","=""2024""","=""Guillermo Lemke""","=""Norma Ebert""","=""CNR563319528783""","=""Clifton Homenick""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN65078681""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1155""","=""2024""","=""Wilfred Thompson""","=""Francis Heaney I""","=""CNR993613008893""","=""Dewey Tillman IV""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN30205061""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1156""","=""2024""","=""Wilfred Stehr""","=""Ruth Steuber DVM""","=""CNR210574506959""","=""Mrs. Josefina Abernathy""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN63789772""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1157""","=""2024""","=""Gene Hyatt""","=""Vickie Thompson""","=""CNR134345841915""","=""Tami Deckow""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN71021989""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1158""","=""2024""","=""Mr. Andrew Bernier""","=""Mr. Calvin O'Connell""","=""CNR539574388140""","=""Sara Hills""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN97559489""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1159""","=""2024""","=""Noah Gusikowski DVM""","=""Kristi Schimmel""","=""CNR039147094662""","=""Mrs. Lauren Wisozk""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN25905537""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1160""","=""2024""","=""Cecelia Schaefer""","=""Lucas Schroeder""","=""CNR940310510542""","=""Randy Miller""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN18684162""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1161""","=""2024""","=""Lynne Pollich""","=""Mario King""","=""CNR030814633223""","=""Bridget Streich""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN23980092""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1162""","=""2024""","=""Van Kirlin""","=""Duane Orn Sr.""","=""CNR105566949867""","=""Gilbert Wunsch""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN69179495""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1163""","=""2024""","=""Jessie Bruen""","=""Kimberly Blick""","=""CNR609543979859""","=""Fred Nolan""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN56678114""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1164""","=""2024""","=""Mr. Pedro Ruecker""","=""Wade Mayert""","=""CNR335984659739""","=""Emilio Koch""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN73026026""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1165""","=""2024""","=""Chelsea Morar""","=""Eva Hamill""","=""CNR433378061410""","=""Eleanor Boyer-Christiansen""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN86418160""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1166""","=""2024""","=""Becky Koepp""","=""Bruce Buckridge""","=""CNR961882372293""","=""Lonnie Rowe""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN24169849""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1167""","=""2024""","=""Nicolas Dare""","=""Leigh Predovic""","=""CNR067084048718""","=""Kenneth Prosacco""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN89227462""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1168""","=""2024""","=""Hannah Kertzmann DVM""","=""Felix Sipes""","=""CNR327100854632""","=""Loretta Rice""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN23766590""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1169""","=""2024""","=""Stephen Rutherford""","=""Charlene Ritchie IV""","=""CNR358557043166""","=""Mike Heathcote""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN25446125""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1170""","=""2024""","=""Sergio Weissnat""","=""Isabel Douglas""","=""CNR655926935507""","=""Francisco Buckridge""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN87747621""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1171""","=""2024""","=""Lamar Denesik Jr.""","=""Virgil Ondricka Sr.""","=""CNR629450600837""","=""Felipe Bauch""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN83308705""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1172""","=""2024""","=""Marlon Dietrich V""","=""Sonya Beier""","=""CNR748441290695""","=""Janet Witting""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN93607277""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1173""","=""2024""","=""Wayne Goodwin""","=""Louise King""","=""CNR442191737841""","=""Anthony Morar""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN78458800""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1174""","=""2024""","=""Wm Spinka""","=""Becky Rogahn""","=""CNR450104867332""","=""Tamara Beier-Goyette""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN26639026""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1175""","=""2024""","=""Luther Wunsch""","=""Alberto Schinner Jr.""","=""CNR504070125245""","=""Dolores Senger""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN39919537""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1176""","=""2024""","=""Marcia Willms""","=""Casey Hoppe""","=""CNR076392058364""","=""Della Will MD""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN86559139""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1177""","=""2024""","=""Jimmy Adams""","=""Edmond Hilpert""","=""CNR782890698105""","=""Mr. Noel Padberg""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN77556477""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1178""","=""2024""","=""Darrel Okuneva""","=""Debra Konopelski""","=""CNR836796623608""","=""Janis Durgan""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN15602361""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1179""","=""2024""","=""Kristine Greenholt""","=""Lucas Bode-Schaden""","=""CNR572602399242""","=""Bessie Reichel II""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN61469096""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1180""","=""2024""","=""Preston Berge-Mertz""","=""Rene Hamill""","=""CNR362802706460""","=""Percy Morissette-Schultz""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN13383244""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1181""","=""2024""","=""Arturo Turner""","=""Tom Bins I""","=""CNR474645163849""","=""Fredrick Funk""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN64199304""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1182""","=""2024""","=""Lori Pacocha""","=""Robin Friesen""","=""CNR146861617555""","=""Gilbert Christiansen""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN98844111""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1183""","=""2024""","=""Audrey Sporer IV""","=""Mattie Macejkovic""","=""CNR252614249350""","=""Robyn Stamm""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN50773089""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1184""","=""2024""","=""Julie Jones III""","=""Maureen Connelly MD""","=""CNR615376153648""","=""Jim Heathcote-Pfannerstill""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN15850610""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1185""","=""2024""","=""Heather Cruickshank""","=""Craig Price V""","=""CNR814605234837""","=""Isabel Herman DDS""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN84705771""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1186""","=""2024""","=""Jerome Smith MD""","=""Irvin Vandervort-Murphy""","=""CNR490429879189""","=""Iris Medhurst""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN47714820""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1187""","=""2024""","=""Carmen Thiel""","=""Bennie Spencer""","=""CNR341517089517""","=""Lindsey Shields""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN79111319""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1188""","=""2024""","=""Muriel Gibson""","=""Cecilia Haley""","=""CNR453130325805""","=""Erik Nader""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN04223844""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1189""","=""2024""","=""Maurice Jacobi""","=""Derrick Breitenberg Sr.""","=""CNR314916240731""","=""Essie Dare""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN35331243""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1190""","=""2024""","=""Preston Batz""","=""Drew Kuhlman""","=""CNR167228469761""","=""Alfred Morar""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN49107699""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1191""","=""2024""","=""Lyle Thompson""","=""Bridget Kub""","=""CNR905770674923""","=""Katherine Lemke""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN55321557""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1192""","=""2024""","=""Jose Stokes""","=""Mr. Willie Collier""","=""CNR175053834291""","=""Donnie Lockman DDS""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN74081437""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1193""","=""2024""","=""Joanne McGlynn""","=""Eric Borer""","=""CNR343266430831""","=""Jacqueline Boehm""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN79969465""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1194""","=""2024""","=""Crystal Nitzsche""","=""Everett MacGyver""","=""CNR487346956918""","=""Lloyd Macejkovic""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN93108091""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1195""","=""2024""","=""Michael Hettinger""","=""Cary Brekke II""","=""CNR674884170973""","=""Kathleen Jast""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN39086550""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1196""","=""2024""","=""Mrs. Janet Bogisich Sr.""","=""Ricky Flatley PhD""","=""CNR016846429555""","=""Timmy Dooley""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN30232633""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1197""","=""2024""","=""Ken Altenwerth""","=""Elizabeth Mante""","=""CNR788124765356""","=""Calvin Mills""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN89077171""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1198""","=""2024""","=""Willis Hills II""","=""Molly Effertz""","=""CNR083667683633""","=""Cristina Schowalter-Barton""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN59863201""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1199""","=""2024""","=""Ms. Mamie Gutkowski""","=""Dr. Randolph Pacocha""","=""CNR545695766735""","=""Martin Wiza-Kris DDS""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN62822915""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1200""","=""2024""","=""Mr. Sylvester Bartoletti""","=""Adam Weber""","=""CNR491091100779""","=""Allan Wisoky""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN31885691""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1201""","=""2024""","=""Annette Walsh""","=""Kristina Casper""","=""CNR239006677890""","=""Jeremy Cummings""","=""2028-12-31""","=""20260730205543611""",Success,
"=""FN06149615""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1202""","=""2024""","=""Mrs. Monique Wilkinson""","=""June Botsford""","=""CNR169997753549""","=""Kristine Armstrong""","=""2028-12-31""","=""20260730205543611""",Success,
