File Number,Loan Account Number,Sub LAN,Case Filing Date,Forum (court),Case type,Case Number,Case Year,Petitioner,Respondent,CNR (district courts),Lawyer,Next Hearing Date,TransactionId,Status,Remarks
"=""FN57687671""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1103""","=""2024""","=""Brooke Mante""","=""Alexander Schmitt""","=""CNR436566497364""","=""Dennis Williamson""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN54000745""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1104""","=""2024""","=""Bradley Ryan""","=""Anne Purdy-Reynolds""","=""CNR211939640665""","=""Rosemary Nikolaus""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN90193959""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1105""","=""2024""","=""Alton Watsica Jr.""","=""Delbert Davis PhD""","=""CNR370752468828""","=""Rudy O'Conner DVM""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN88850317""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1106""","=""2024""","=""Cora Abernathy""","=""Shane Conroy-Okuneva II""","=""CNR309804398825""","=""Katrina Sawayn""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN73661267""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1107""","=""2024""","=""Guadalupe Mertz""","=""Erick Anderson""","=""CNR809098948620""","=""Fannie Nikolaus""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN08903260""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1108""","=""2024""","=""Cassandra Hintz""","=""Heather O'Kon""","=""CNR668735859754""","=""Gerald Emard""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN65636624""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1109""","=""2024""","=""Celia Gislason""","=""Grant Ernser""","=""CNR669267424367""","=""Courtney Rosenbaum""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN33378850""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1110""","=""2024""","=""Cory Halvorson""","=""Saul Collier""","=""CNR025744840270""","=""Debbie Nienow""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN76960740""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1111""","=""2024""","=""Mr. Eric Feeney""","=""Lauren Haag""","=""CNR099459160536""","=""Joyce Kerluke""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN15646201""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1112""","=""2024""","=""Rita Adams""","=""Jake Romaguera""","=""CNR853052946503""","=""Mr. Orville Hoeger""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN31330940""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1113""","=""2024""","=""Olivia Schowalter""","=""Charlene Kreiger DVM""","=""CNR715761592234""","=""Lloyd Smitham""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN88545590""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1114""","=""2024""","=""Tracey Mann""","=""Austin Herzog""","=""CNR667268429516""","=""Jackie Schroeder""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN35822914""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1115""","=""2024""","=""Gustavo Huel""","=""Marty Kub""","=""CNR672948419440""","=""Wilson Dicki""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN72059795""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1116""","=""2024""","=""Alexandra Bernier""","=""Jennifer Weimann""","=""CNR953850819545""","=""Tricia VonRueden""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN21490511""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1117""","=""2024""","=""Walter Luettgen""","=""Paulette Nienow""","=""CNR594692153388""","=""Mr. Evan Tremblay""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN98487018""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1118""","=""2024""","=""Mr. Devin Runolfsdottir""","=""Randy Nitzsche""","=""CNR016731393977""","=""Mrs. Lela Marquardt""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN09574089""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1119""","=""2024""","=""Leticia Kiehn""","=""Elisa Toy""","=""CNR643697965966""","=""Bryan Klocko""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN49761342""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1120""","=""2024""","=""Shelia Larkin""","=""Elbert Schinner V""","=""CNR313301400973""","=""Carmen Emmerich""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN50126413""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1121""","=""2024""","=""Kim Rau""","=""Leigh Nitzsche""","=""CNR469340942882""","=""Elaine Rowe""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN83857264""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1122""","=""2024""","=""Sammy Bradtke""","=""Andy Lakin""","=""CNR664589513813""","=""Blanca Funk""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN71245151""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1123""","=""2024""","=""Jonathan Von""","=""Kelli Jones""","=""CNR297993949749""","=""Dustin Konopelski""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN25577573""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1124""","=""2024""","=""Abraham Hammes""","=""Orlando Hoeger""","=""CNR524856684778""","=""Tanya Olson""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN82845695""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1125""","=""2024""","=""Katie Walter""","=""Rachael Fritsch""","=""CNR830438790387""","=""Dixie Spencer""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN25625166""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1126""","=""2024""","=""Jonathan Ziemann""","=""Victoria Johns""","=""CNR812500238424""","=""Jennifer Funk""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN23930631""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1127""","=""2024""","=""Meredith Weber-Koch""","=""Tracy Kilback""","=""CNR559351890293""","=""Herman Shields""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN02228257""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1128""","=""2024""","=""Lila Kling""","=""Hope Hahn MD""","=""CNR172651954982""","=""Stella Kuhn DVM""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN31623341""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1129""","=""2024""","=""Violet Wolf-Marks""","=""Linda Hoppe""","=""CNR490789663432""","=""Ruby Yundt""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN80733766""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1130""","=""2024""","=""Cindy Ondricka""","=""Owen Ferry""","=""CNR592857086295""","=""Ismael Robel""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN59818671""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1131""","=""2024""","=""Antoinette Roberts""","=""Kerry Lang""","=""CNR583384451198""","=""Joshua Feeney""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN57911483""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1132""","=""2024""","=""Elaine Corkery""","=""Katie Kris""","=""CNR694805685101""","=""Scott Schuster""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN88431503""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1133""","=""2024""","=""April Parker""","=""Marc Schroeder""","=""CNR694799070626""","=""Ricky Sporer""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN54934948""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1134""","=""2024""","=""Tyrone Ratke""","=""Jackie Kuhic""","=""CNR995413800287""","=""Wilson Metz""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN09052905""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1135""","=""2024""","=""Kathy Dietrich""","=""Corey Hegmann""","=""CNR010769809467""","=""Roger Dooley""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN07662543""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1136""","=""2024""","=""Lowell Rutherford""","=""Jane Frami""","=""CNR064112284452""","=""Dora Streich""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN98679403""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1137""","=""2024""","=""Craig Zulauf""","=""Ruben O'Conner""","=""CNR343358346343""","=""Molly Ortiz""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN21955552""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1138""","=""2024""","=""Jesus Bergstrom""","=""Bridget Hirthe""","=""CNR297544065444""","=""Victoria Roberts""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN25010325""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1139""","=""2024""","=""Carol Bernhard""","=""Joseph Breitenberg IV""","=""CNR033438647781""","=""Jim Block""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN18006473""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1140""","=""2024""","=""Duane Wehner DDS""","=""Ana Quigley""","=""CNR603790618419""","=""Miguel Sipes""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN04256060""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1141""","=""2024""","=""Philip Funk""","=""Jessie Hane""","=""CNR135969876276""","=""Shelley Lakin""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN79669516""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1142""","=""2024""","=""Hannah Emmerich""","=""Dolores Leuschke""","=""CNR206401180924""","=""Cindy Tillman""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN55111103""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1143""","=""2024""","=""Jorge Yost""","=""Naomi Ritchie Jr.""","=""CNR790037884290""","=""Sandra Schoen""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN72937319""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1144""","=""2024""","=""Vernon Marks""","=""Sherry Franecki Jr.""","=""CNR350497766519""","=""Marion Lesch""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN55317113""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1145""","=""2024""","=""Jordan Gleichner""","=""Terry Daugherty""","=""CNR423786715635""","=""Ms. Maria Casper""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN72902698""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1146""","=""2024""","=""Rene Veum""","=""Dr. Regina Lebsack""","=""CNR531189413015""","=""Dr. Harry Kohler""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN63432924""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1147""","=""2024""","=""Charlotte Dach""","=""Miss Jill Robel""","=""CNR253593175875""","=""Mrs. Angelica Hamill""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN12970286""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1148""","=""2024""","=""Mona Fay""","=""Jan Crist""","=""CNR080473843626""","=""Gwendolyn Grady""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN18655327""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1149""","=""2024""","=""Vera Reilly""","=""Mindy Hoeger""","=""CNR922601440353""","=""Elena Kihn""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN01543637""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1150""","=""2024""","=""Jack Spinka""","=""Bryan Becker""","=""CNR095508270198""","=""Ann Hodkiewicz""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN46122507""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1151""","=""2024""","=""Rosemarie McLaughlin""","=""Katie Wuckert-Stanton""","=""CNR843132531926""","=""Jo Cummerata""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN71939399""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1152""","=""2024""","=""Nora Toy""","=""Shaun Gibson""","=""CNR956407242123""","=""Deborah Hamill""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN96635039""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1153""","=""2024""","=""Pat Tremblay""","=""Gordon Brakus-Brakus""","=""CNR355532144894""","=""Janice Heathcote V""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN59960050""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1154""","=""2024""","=""Heather Boehm""","=""Linda Schinner""","=""CNR967126339606""","=""Donald Jones""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN38927944""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1155""","=""2024""","=""Roberta Jerde""","=""Ms. Hattie Bergnaum""","=""CNR086658121572""","=""Eula Dooley I""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN99424844""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1156""","=""2024""","=""Lila Donnelly""","=""Miss Brandi Wilderman""","=""CNR379076182596""","=""Jose Braun""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN81248674""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1157""","=""2024""","=""Sheldon Haley""","=""Loretta Fadel""","=""CNR612841893547""","=""Stacy Hessel""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN88116148""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1158""","=""2024""","=""Mr. Alton Predovic""","=""Tamara Rowe""","=""CNR617945051225""","=""Laverne Jakubowski""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN62711983""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1159""","=""2024""","=""Toni White-Gleason""","=""Miss Alexandra Lesch DVM""","=""CNR428729806377""","=""Miss Pamela Mohr""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN04161687""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1160""","=""2024""","=""Tiffany Tillman""","=""Philip Bernier""","=""CNR091425413163""","=""Dr. Brett Sipes""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN80485891""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1161""","=""2024""","=""Alison Abernathy""","=""Angela Hane""","=""CNR866587774291""","=""Erin Ryan""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN75229054""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1162""","=""2024""","=""Elena Mayert III""","=""Lorenzo Klein V""","=""CNR174374177064""","=""Joyce Halvorson MD""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN36460809""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1163""","=""2024""","=""Annie Hauck""","=""Salvador Jaskolski""","=""CNR738955891975""","=""Dr. Maurice Flatley""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN58360096""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1164""","=""2024""","=""Marsha Jerde""","=""Ora Bode""","=""CNR931124467414""","=""Gerald Beer""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN92851839""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1165""","=""2024""","=""Edgar Gottlieb""","=""Elias Stanton""","=""CNR168353957756""","=""Thelma Heaney""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN40674005""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1166""","=""2024""","=""Mark McCullough""","=""Hilda Hayes""","=""CNR159994700000""","=""Angelina Lesch Sr.""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN50340741""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1167""","=""2024""","=""Cesar Torp""","=""Velma Schneider""","=""CNR720261468010""","=""Nicole Marquardt""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN43639974""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1168""","=""2024""","=""Violet Cole""","=""Marc Hackett""","=""CNR575142020813""","=""Marvin Kohler""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN35793273""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1169""","=""2024""","=""Arturo Lynch""","=""Dr. Sammy Stiedemann-Ritchie""","=""CNR612436437999""","=""Pete Howell""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN43601471""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1170""","=""2024""","=""Bonnie Nikolaus""","=""Alexandra Rau""","=""CNR545672782665""","=""Christian Medhurst""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN72190310""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1171""","=""2024""","=""Dr. Viola VonRueden-Hand""","=""Shelley Grimes""","=""CNR886474768038""","=""Jodi Kling""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN17973582""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1172""","=""2024""","=""Essie Klein""","=""Randy Borer""","=""CNR549949406879""","=""Mr. Ken Ruecker""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN16827950""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1173""","=""2024""","=""Dianna Roberts""","=""Terri Schroeder""","=""CNR459432844714""","=""Jeffrey Flatley-Gibson""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN20158987""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1174""","=""2024""","=""Ramona Tremblay""","=""Cindy Hessel""","=""CNR310526739710""","=""Dr. Ellen Gerlach""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN37948057""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1175""","=""2024""","=""Geoffrey Quitzon""","=""Sammy Brown""","=""CNR303937378480""","=""Cecelia Shanahan""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN03693159""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1176""","=""2024""","=""Matt Hudson""","=""Mary Dach""","=""CNR911424395237""","=""Dewey Luettgen""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN78439372""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1177""","=""2024""","=""Tabitha Ziemann""","=""Kelley Rowe""","=""CNR724801353176""","=""Miss Cora Lockman""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN42667565""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1178""","=""2024""","=""Walter Osinski""","=""Rudolph Jakubowski""","=""CNR483107444132""","=""Darrell Wilderman""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN07205283""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1179""","=""2024""","=""Rodolfo Carroll""","=""Darin Ullrich III""","=""CNR591781778644""","=""Lucas Hills""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN90112216""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1180""","=""2024""","=""Betty Von""","=""Alma Dooley""","=""CNR311241819337""","=""Pauline Gibson MD""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN54378445""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1181""","=""2024""","=""Louise Welch""","=""Dominic Kirlin""","=""CNR588106755281""","=""Roy Bartell""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN69385671""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1182""","=""2024""","=""Miss Rita Beer""","=""Angel Watsica""","=""CNR065523871287""","=""Traci Glover""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN33950593""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1183""","=""2024""","=""Mark Hettinger Jr.""","=""Gene Jacobi""","=""CNR524414210769""","=""Jenna Okuneva""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN78359191""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1184""","=""2024""","=""Dana Torp""","=""Susan Gottlieb""","=""CNR414077777421""","=""Desiree Reichel""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN56610706""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1185""","=""2024""","=""Johnnie Homenick Sr.""","=""Frankie Pagac""","=""CNR688780409987""","=""Ora Bins""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN43517068""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1186""","=""2024""","=""Tina Wisozk""","=""Jeffery Sporer-Cronin""","=""CNR070140862479""","=""Glen Reilly""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN74555568""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1187""","=""2024""","=""Mr. Brett White III""","=""Luke Cole""","=""CNR826320258062""","=""Miranda Hills I""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN41975982""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1188""","=""2024""","=""Abel Rath-Dooley""","=""Christy Klocko IV""","=""CNR569752618128""","=""Melvin Greenholt""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN89569629""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1189""","=""2024""","=""Alfonso Rowe-Brakus""","=""Faith Hagenes""","=""CNR736814317962""","=""Todd Stanton""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN74066553""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1190""","=""2024""","=""Bruce Huel""","=""Rosie Raynor""","=""CNR504054834687""","=""Franklin Toy""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN03884170""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1191""","=""2024""","=""Sheila Langosh""","=""Rolando Waters""","=""CNR529697868985""","=""Ms. Jasmine Senger""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN59025349""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1192""","=""2024""","=""Mr. Fredrick Kemmer""","=""Brenda Ankunding""","=""CNR574899033417""","=""Brooke Wyman""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN23797458""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1193""","=""2024""","=""Sheryl Schowalter""","=""Alan Hills""","=""CNR881418561407""","=""Bridget Kuhn""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN82733593""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1194""","=""2024""","=""Leslie Fay""","=""Doug Franey""","=""CNR401822480370""","=""Alex Sanford""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN59093548""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1195""","=""2024""","=""Allen Wisozk""","=""Danny Kiehn""","=""CNR071428494682""","=""Bessie Daniel""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN46934182""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1196""","=""2024""","=""April Schaefer I""","=""Mr. Robin Prosacco""","=""CNR241406238478""","=""Tim Ryan""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN98460004""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1197""","=""2024""","=""Lynne Ward""","=""Misty Green""","=""CNR869364579691""","=""Darrell Toy DDS""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN92956386""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1198""","=""2024""","=""Mr. Carlos Strosin""","=""Mr. Darren Zboncak""","=""CNR439211531969""","=""Jody Bashirian""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN55407603""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1199""","=""2024""","=""Geoffrey Swift""","=""Ms. Tracey Leannon-Abbott""","=""CNR298840072734""","=""Martha McCullough""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN90515420""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1200""","=""2024""","=""Barry Herzog""","=""Kara Dickinson""","=""CNR991283898190""","=""Marcella Torphy""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN29163290""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1201""","=""2024""","=""Wendy Krajcik""","=""Israel Wiegand""","=""CNR535117549807""","=""Claudia Shanahan""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN28349927""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1202""","=""2024""","=""Luther Roob""","=""Alberto Bode""","=""CNR388641081820""","=""Keith Tillman""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN96971218""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1203""","=""2024""","=""Gerard King""","=""Phil Bode""","=""CNR963450336610""","=""Becky Mann""","=""2028-12-31""","=""20260730121343739""",Success,
"=""FN18803183""","=""68210000005802""",,"=""2024-05-10""","=""Civil Court""","=""Recovery""","=""CASE1204""","=""2024""","=""Ismael Jakubowski""","=""Nina Gislason""","=""CNR709745786968""","=""Randal Ward-Bauch""","=""2028-12-31""","=""20260730121343739""",Success,
